Gene,Non-unique Gene name,Annotation,FF06741431_G.swidsinskii,FF06741441_G.leopoldii,FF06741443_G.vaginalis_A,FF06741449_G.leopoldii,FF06741453_G.vaginalis,FF06741457_G.vaginalis_A,FF06741457_G.vaginalis_E,FF06741459_G.vaginalis_A,FF06741461_G.vaginalis_A,FF06741463_G.piotii,FF06741464_G.swidsinskii,FF06741735_G.sp947289115,FF06741736_G.vaginalis_C,FF06741741_G.swidsinskii,FF06741742_G.swidsinskii,FF06741746_G.sp947289115,FF06741748_G.swidsinskii,FF06741748_G.vaginalis,FF06741749_G.leopoldii,FF06741751_G.swidsinskii,FF06742652_G.swidsinskii,FS42685545_G.vaginalis,FS42685549_G.piotii,FS42685557_G.vaginalis_A,FS42685567_G.vaginalis,FS42685569_G.piotii,FS42685570_G.piotii,FS42685571_G.swidsinskii,FS42685572_G.swidsinskii,FS42685572_G.vaginalis,FS42685575_G.swidsinskii,FS42685576_G.vaginalis_H,FS42685584_G.leopoldii,FS42685584_G.piotii,FS42686173_G.leopoldii,FS42686174_G.piotii,FS42686174_G.swidsinskii,FS42686177_G.swidsinskii,FS42686179_G.piotii,FS42686179_G.swidsinskii,FS42686180_G.vaginalis,FS42686185_G.piotii,FS42686188_G.vaginalis,FS42686194_G.vaginalis,FS42686197_G.leopoldii,FS42686197_G.vaginalis,FS42686200_G.vaginalis_H,FS42686202_G.vaginalis_C,FS42686203_G.swidsinskii,FS42686210_G.swidsinskii,FS42686210_G.vaginalis,FS42686216_G.vaginalis,FS42687147_G.vaginalis,FS42687148_G.leopoldii,FS42687152_G.vaginalis,FS42687153_G.vaginalis_H,FS42687157_G.vaginalis,FS42687160_G.vaginalis,FS42687164_G.leopoldii,FS42687167_G.piotii,FS42687180_G.swidsinskii
group_2027,,hypothetical protein,FKILNLMM_00876,GIPBMKFD_00508,,AFFLGDGC_00574,DCGIHJJB_00350,,MAIBJLIG_00686,,,MHMPKAEF_01124,MKDEPHEP_00638,,,PONOIEHE_00509,FIBOILMM_00651,,FLPEIIEP_01288,NBBAMHOG_00145,HINIEJCA_00513,OMIKPLOJ_00937,OPLHJKPH_01061,NBLOMMJF_00698,OLMEONEL_00614,,NDDDCALJ_00062,DLEBNMND_01176,GEPBNDCO_00926,DFOKPGIE_00979,BEKPBNEK_00319,EAAKBJBK_00664,FMNIPFCJ_00870,GHGEDPDF_00916,OJJBDPGP_00804,NKJPJJEP_00389,OBLOJFDA_00403,NLALJHLH_01028,MJDADDMM_00123,EDKPEHFM_00899,GKLKKKNA_00747,LGNAKCJL_00758,IDKOCMBL_00588,CFGPDMND_00021,DCIIGEBB_00578,CBECPNCO_00802,HGINDJMA_00268,DBLHLLOB_00401,MMPGJHDA_00829,EPGGAPPC_00358,,AKIABIOK_01026,HEOIIJDM_01113,GDFGBGJM_00598,LKPJNLPD_00281,CLLCJGKF_00028,CHHPHLEM_00077,NPJENFAK_00978,ANLJHCED_00808,JMCHCOOD_00054,OBBOBBAE_00415,ODKBPENJ_00814,AMOGCKBM_00984
ung,ung,Uracil-DNA glycosylase,FKILNLMM_00972,GIPBMKFD_00153,BFKFBIFC_00604,,DCGIHJJB_00644,,MAIBJLIG_00042,CEAADGFG_00481,,MHMPKAEF_00105,MKDEPHEP_00672,GNEALLOE_00016,JKACDCNN_00103,PONOIEHE_00026,,,FLPEIIEP_01117,NBBAMHOG_00743,HINIEJCA_00110,OMIKPLOJ_00563,OPLHJKPH_00507,NBLOMMJF_00480,OLMEONEL_00328,KDJKPMPD_00679,NDDDCALJ_00173,DLEBNMND_00538,GEPBNDCO_00093,DFOKPGIE_00943,BEKPBNEK_00093,EAAKBJBK_00562,FMNIPFCJ_00775,GHGEDPDF_00147,,NKJPJJEP_00596,OBLOJFDA_00463,NLALJHLH_00076,MJDADDMM_00347,,GKLKKKNA_00026,LGNAKCJL_00424,IDKOCMBL_00341,CFGPDMND_00336,DCIIGEBB_00623,CBECPNCO_00032,HGINDJMA_00016,DBLHLLOB_00683,,EPGGAPPC_00143,MGJCNIPK_00878,AKIABIOK_00160,HEOIIJDM_00419,GDFGBGJM_01208,LKPJNLPD_00437,CLLCJGKF_00546,CHHPHLEM_00229,NPJENFAK_01059,ANLJHCED_00692,,OBBOBBAE_00514,ODKBPENJ_00687,AMOGCKBM_00879
group_1857,,hypothetical protein,FKILNLMM_00882,GIPBMKFD_00514,,AFFLGDGC_00580,DCGIHJJB_00344,,MAIBJLIG_01235,,,MHMPKAEF_01255,MKDEPHEP_00632,,JKACDCNN_01022,PONOIEHE_00515,FIBOILMM_00645,,FLPEIIEP_00961,NBBAMHOG_00151,HINIEJCA_00507,OMIKPLOJ_00943,OPLHJKPH_01067,NBLOMMJF_00692,OLMEONEL_00734,,NDDDCALJ_00056,DLEBNMND_00963,GEPBNDCO_00919,DFOKPGIE_00973,BEKPBNEK_00325,EAAKBJBK_00670,FMNIPFCJ_00864,31_refound_1572,OJJBDPGP_00798,NKJPJJEP_00395,,NLALJHLH_00580,MJDADDMM_00129,EDKPEHFM_00884,GKLKKKNA_00820,LGNAKCJL_00764,IDKOCMBL_00380,CFGPDMND_00027,DCIIGEBB_00584,CBECPNCO_00796,HGINDJMA_00262,DBLHLLOB_00407,MMPGJHDA_00913,EPGGAPPC_00565,MGJCNIPK_00607;MGJCNIPK_01129,AKIABIOK_00816,,GDFGBGJM_00604,LKPJNLPD_00453,CLLCJGKF_00034,CHHPHLEM_00768,NPJENFAK_00597,ANLJHCED_00263,JMCHCOOD_00048,OBBOBBAE_00409,ODKBPENJ_00821,AMOGCKBM_00977;AMOGCKBM_00978
group_1831,,hypothetical protein,FKILNLMM_00883,GIPBMKFD_00515,,AFFLGDGC_00581,DCGIHJJB_00343,,MAIBJLIG_01236,,,MHMPKAEF_01254,MKDEPHEP_00631,,JKACDCNN_01023,PONOIEHE_00516,FIBOILMM_00644,,FLPEIIEP_00960,NBBAMHOG_00152,HINIEJCA_00506,OMIKPLOJ_00944,OPLHJKPH_01068,NBLOMMJF_00691,OLMEONEL_00735,,NDDDCALJ_00055,DLEBNMND_00962,GEPBNDCO_00918,DFOKPGIE_00972,BEKPBNEK_00326,EAAKBJBK_00671,FMNIPFCJ_00863,,OJJBDPGP_00797,NKJPJJEP_00396,,NLALJHLH_00579,MJDADDMM_00130,EDKPEHFM_00883,GKLKKKNA_00821,LGNAKCJL_00765,IDKOCMBL_00379,CFGPDMND_00028,DCIIGEBB_00585,CBECPNCO_00795,HGINDJMA_00261,DBLHLLOB_00408,MMPGJHDA_00912,EPGGAPPC_00566,MGJCNIPK_00608,AKIABIOK_00815,HEOIIJDM_00487,GDFGBGJM_00605,LKPJNLPD_00454,CLLCJGKF_00035,CHHPHLEM_00769,NPJENFAK_00598,ANLJHCED_00262,JMCHCOOD_00047,OBBOBBAE_00408,ODKBPENJ_00822,AMOGCKBM_00976
atpH,atpH,ATP synthase subunit c,FKILNLMM_00152,GIPBMKFD_00352,BFKFBIFC_00570,AFFLGDGC_00398,DCGIHJJB_00606,AIKGDNKA_00518,MAIBJLIG_00354,CEAADGFG_00003,FJPIOAPD_00526,MHMPKAEF_00741,MKDEPHEP_01137,GNEALLOE_00175,JKACDCNN_00535,PONOIEHE_00190,FIBOILMM_00176,APCAEHFD_00546,FLPEIIEP_00166,NBBAMHOG_00630,HINIEJCA_00640,OMIKPLOJ_00082,OPLHJKPH_00765,NBLOMMJF_01307,,KDJKPMPD_00300,NDDDCALJ_01322,DLEBNMND_00194,GEPBNDCO_00422,DFOKPGIE_00200,BEKPBNEK_01211,EAAKBJBK_00710,FMNIPFCJ_00440,GHGEDPDF_01243,OJJBDPGP_00047,NKJPJJEP_01089,,NLALJHLH_00384,,EDKPEHFM_00134,GKLKKKNA_00688,LGNAKCJL_00938,IDKOCMBL_00326,CFGPDMND_00496,,CBECPNCO_01062,,DBLHLLOB_01399,MMPGJHDA_00165,,MGJCNIPK_00091,AKIABIOK_01292,HEOIIJDM_00890,GDFGBGJM_00775,,CLLCJGKF_00275,CHHPHLEM_00250,NPJENFAK_00857,,JMCHCOOD_00955,,ODKBPENJ_00017,AMOGCKBM_00544
group_1327,glmM,Phosphoglucosamine mutase,FKILNLMM_00918,GIPBMKFD_01074,,AFFLGDGC_00268,DCGIHJJB_01345,,MAIBJLIG_00345,,,MHMPKAEF_00862,MKDEPHEP_00390,,JKACDCNN_00245,PONOIEHE_00637,FIBOILMM_00583,APCAEHFD_00333,FLPEIIEP_00708,NBBAMHOG_00849,HINIEJCA_00279,OMIKPLOJ_01026,OPLHJKPH_00054,NBLOMMJF_00868,OLMEONEL_00472,,NDDDCALJ_00360,DLEBNMND_00721,GEPBNDCO_01181,DFOKPGIE_00156,BEKPBNEK_01134,EAAKBJBK_01027,FMNIPFCJ_00340,GHGEDPDF_00515,OJJBDPGP_00753,NKJPJJEP_00920,OBLOJFDA_01036,NLALJHLH_00477,MJDADDMM_00461,EDKPEHFM_00529,GKLKKKNA_00330,LGNAKCJL_00042,IDKOCMBL_00966,CFGPDMND_00132,DCIIGEBB_00001,CBECPNCO_00693,HGINDJMA_00293,DBLHLLOB_00509,MMPGJHDA_00174,EPGGAPPC_00535,MGJCNIPK_00667,AKIABIOK_00357,,GDFGBGJM_00180,LKPJNLPD_01175,CLLCJGKF_00403,CHHPHLEM_01136,,,JMCHCOOD_00781,OBBOBBAE_00308,ODKBPENJ_00922,AMOGCKBM_00332
group_1287,ileS,Isoleucine--tRNA ligase,FKILNLMM_00469,GIPBMKFD_00827,,AFFLGDGC_00765,DCGIHJJB_00297,,MAIBJLIG_00652,,,MHMPKAEF_01206,MKDEPHEP_01034,GNEALLOE_00894,JKACDCNN_00308,PONOIEHE_00859,FIBOILMM_00745,APCAEHFD_00875,FLPEIIEP_00745,NBBAMHOG_00823,HINIEJCA_00547,OMIKPLOJ_00771,OPLHJKPH_01030,NBLOMMJF_01021,OLMEONEL_01031,,NDDDCALJ_00415,DLEBNMND_00915,GEPBNDCO_01073,DFOKPGIE_01126,BEKPBNEK_00786,EAAKBJBK_00901,FMNIPFCJ_00901,GHGEDPDF_00365,OJJBDPGP_00899,NKJPJJEP_00443,OBLOJFDA_00228,NLALJHLH_00534,MJDADDMM_00094,EDKPEHFM_00550,GKLKKKNA_00633,LGNAKCJL_00727,IDKOCMBL_00663,CFGPDMND_00073,DCIIGEBB_00807,CBECPNCO_00749,HGINDJMA_01047,DBLHLLOB_00455,MMPGJHDA_00471,EPGGAPPC_00393,MGJCNIPK_00393,,,GDFGBGJM_00234,,CLLCJGKF_01078,CHHPHLEM_00082,NPJENFAK_01064,,JMCHCOOD_00001,OBBOBBAE_00652,ODKBPENJ_00861,AMOGCKBM_01015
rplO,rplO,50S ribosomal protein L15,FKILNLMM_00689,GIPBMKFD_00629,,AFFLGDGC_00690,DCGIHJJB_01224,,MAIBJLIG_00710,CEAADGFG_00769,FJPIOAPD_00485,MHMPKAEF_00602,MKDEPHEP_00519,GNEALLOE_00593,JKACDCNN_01137,PONOIEHE_01378,FIBOILMM_00045,APCAEHFD_00425,FLPEIIEP_01274,,HINIEJCA_00896,OMIKPLOJ_00878,OPLHJKPH_00890,NBLOMMJF_00102,OLMEONEL_00938,,NDDDCALJ_01168,DLEBNMND_00057,GEPBNDCO_00563,DFOKPGIE_00330,BEKPBNEK_00885,EAAKBJBK_01222,FMNIPFCJ_01165,GHGEDPDF_01152,OJJBDPGP_00276,NKJPJJEP_00250,OBLOJFDA_01107,NLALJHLH_00924,,EDKPEHFM_00007,GKLKKKNA_01045,LGNAKCJL_01279,IDKOCMBL_01109,CFGPDMND_00869,,CBECPNCO_00617,,DBLHLLOB_01090,MMPGJHDA_00027,,MGJCNIPK_00405,,HEOIIJDM_00204;HEOIIJDM_01094,GDFGBGJM_00358,LKPJNLPD_01183,CLLCJGKF_00142,CHHPHLEM_01154,NPJENFAK_00537,ANLJHCED_01385,JMCHCOOD_00492,OBBOBBAE_00100,ODKBPENJ_00157,AMOGCKBM_00669
nrdF2,nrdF2,Ribonucleoside-diphosphate reductase subunit beta nrdF2,FKILNLMM_00186,GIPBMKFD_00323,BFKFBIFC_00181,AFFLGDGC_00360,DCGIHJJB_01287,,MAIBJLIG_00816,CEAADGFG_00071,FJPIOAPD_00872,MHMPKAEF_00703,MKDEPHEP_00424,GNEALLOE_00525,JKACDCNN_00579,PONOIEHE_01024,FIBOILMM_00141,APCAEHFD_00497,FLPEIIEP_00196,NBBAMHOG_00904,HINIEJCA_00671,OMIKPLOJ_00048,OPLHJKPH_00795,NBLOMMJF_00034,OLMEONEL_00119,KDJKPMPD_01021,NDDDCALJ_01100,DLEBNMND_00157,GEPBNDCO_00462,DFOKPGIE_00233,BEKPBNEK_01234,EAAKBJBK_00762,FMNIPFCJ_00406,,OJJBDPGP_00078,NKJPJJEP_01051,,NLALJHLH_00421,MJDADDMM_00782,EDKPEHFM_00103,,LGNAKCJL_01056,,CFGPDMND_00457,,CBECPNCO_00543,,DBLHLLOB_01189,MMPGJHDA_00128,EPGGAPPC_00836,MGJCNIPK_00060,AKIABIOK_00745,HEOIIJDM_00604,GDFGBGJM_00426,LKPJNLPD_01272,CLLCJGKF_00243,,NPJENFAK_00271,,JMCHCOOD_00560,OBBOBBAE_00001,ODKBPENJ_00054,AMOGCKBM_00574
xseB,xseB,Exodeoxyribonuclease 7 small subunit,FKILNLMM_00466,GIPBMKFD_00830,,AFFLGDGC_00768,DCGIHJJB_00295,,MAIBJLIG_00654,,,MHMPKAEF_01203,MKDEPHEP_01031,GNEALLOE_00890,JKACDCNN_00306,PONOIEHE_00862,FIBOILMM_00909,APCAEHFD_00878,FLPEIIEP_00742,NBBAMHOG_01228,HINIEJCA_00544,OMIKPLOJ_00768,OPLHJKPH_01033,NBLOMMJF_01023,OLMEONEL_01185,,NDDDCALJ_00413,DLEBNMND_00911,GEPBNDCO_01071,DFOKPGIE_01123,BEKPBNEK_00789,EAAKBJBK_00905,FMNIPFCJ_00898,GHGEDPDF_00361,,NKJPJJEP_00448,OBLOJFDA_00371,NLALJHLH_00531,MJDADDMM_00097,,GKLKKKNA_00976,LGNAKCJL_00730,IDKOCMBL_00963,CFGPDMND_00076,DCIIGEBB_01121,CBECPNCO_00747,HGINDJMA_00723,DBLHLLOB_00457,MMPGJHDA_00476,EPGGAPPC_00391,MGJCNIPK_00866,,,GDFGBGJM_00232,LKPJNLPD_01074,CLLCJGKF_01082,CHHPHLEM_00998,NPJENFAK_01234,ANLJHCED_01343,JMCHCOOD_00980,OBBOBBAE_00656,ODKBPENJ_00864,AMOGCKBM_01012
group_698,,putative RNA pseudouridine synthase,FKILNLMM_00445,GIPBMKFD_00243,,,DCGIHJJB_00178,AIKGDNKA_00394,MAIBJLIG_00926,,,MHMPKAEF_00148,MKDEPHEP_00062,GNEALLOE_00698,JKACDCNN_00027,PONOIEHE_00461,,APCAEHFD_00072,FLPEIIEP_00512,NBBAMHOG_00198,HINIEJCA_00029,OMIKPLOJ_00610,OPLHJKPH_00322,NBLOMMJF_00310,OLMEONEL_01030,KDJKPMPD_00162,NDDDCALJ_00678,DLEBNMND_00495,GEPBNDCO_00136,DFOKPGIE_00533,BEKPBNEK_01035,EAAKBJBK_00005,FMNIPFCJ_00075,GHGEDPDF_00066,OJJBDPGP_00571,NKJPJJEP_00553,OBLOJFDA_00900,NLALJHLH_00119,,,GKLKKKNA_00069,LGNAKCJL_00309,IDKOCMBL_00696,CFGPDMND_00379,DCIIGEBB_00737,CBECPNCO_00246,HGINDJMA_00993,DBLHLLOB_00198,,EPGGAPPC_00209,MGJCNIPK_00798,AKIABIOK_00967,HEOIIJDM_00080,GDFGBGJM_00709,LKPJNLPD_00969,CLLCJGKF_00831,CHHPHLEM_00578,NPJENFAK_00421,ANLJHCED_00970,,OBBOBBAE_00673,ODKBPENJ_00644,AMOGCKBM_00073
trxC,trxC;,Putative thioredoxin 2;hypothetical protein,FKILNLMM_00810,GIPBMKFD_00546,,AFFLGDGC_00612,DCGIHJJB_01023,,,,,MHMPKAEF_00551,MKDEPHEP_00600,GNEALLOE_00478,,PONOIEHE_00547,FIBOILMM_00613,,FLPEIIEP_00929,NBBAMHOG_01330,HINIEJCA_00476,OMIKPLOJ_01108,OPLHJKPH_01100,NBLOMMJF_00885,OLMEONEL_00385,,NDDDCALJ_00345,DLEBNMND_00006,GEPBNDCO_00614,DFOKPGIE_00409,BEKPBNEK_00357,EAAKBJBK_00843,FMNIPFCJ_00832,GHGEDPDF_00780,OJJBDPGP_00668,NKJPJJEP_00191,OBLOJFDA_00701,NLALJHLH_01100,MJDADDMM_00162,EDKPEHFM_00853,GKLKKKNA_00431,LGNAKCJL_00795,IDKOCMBL_00906,CFGPDMND_00920,DCIIGEBB_01002,CBECPNCO_00677,HGINDJMA_00229,DBLHLLOB_01130,MMPGJHDA_00777,,MGJCNIPK_00475,AKIABIOK_00209,HEOIIJDM_01161,GDFGBGJM_00165,LKPJNLPD_01044,CLLCJGKF_00066,CHHPHLEM_00970,NPJENFAK_00629,ANLJHCED_01086;ANLJHCED_01290,JMCHCOOD_00702,OBBOBBAE_00176,ODKBPENJ_00208,AMOGCKBM_00945
rplJ,rplJ;,50S ribosomal protein L10;hypothetical protein,FKILNLMM_00232,GIPBMKFD_00273,BFKFBIFC_00265,AFFLGDGC_00911,DCGIHJJB_01077,,MAIBJLIG_00764,CEAADGFG_00156,FJPIOAPD_00853,MHMPKAEF_00657,MKDEPHEP_00473,GNEALLOE_00422,JKACDCNN_00801,PONOIEHE_01122,FIBOILMM_00091,APCAEHFD_00814,FLPEIIEP_00244,NBBAMHOG_01152,HINIEJCA_00721,OMIKPLOJ_00002,OPLHJKPH_00843,NBLOMMJF_01153,OLMEONEL_00164,KDJKPMPD_00842,NDDDCALJ_01234,DLEBNMND_00111,GEPBNDCO_00508,DFOKPGIE_00282,BEKPBNEK_00931,EAAKBJBK_01175,FMNIPFCJ_00360,GHGEDPDF_00257,,NKJPJJEP_00305,,,MJDADDMM_00660,EDKPEHFM_00053,,LGNAKCJL_01105,IDKOCMBL_01014,CFGPDMND_00814,,CBECPNCO_01269,HGINDJMA_00759,DBLHLLOB_01271,MMPGJHDA_00077,,MGJCNIPK_00012,,HEOIIJDM_00530,GDFGBGJM_00893,LKPJNLPD_01111,CLLCJGKF_00193,CHHPHLEM_01026,NPJENFAK_00590,,JMCHCOOD_00910,OBBOBBAE_00051,ODKBPENJ_00099,AMOGCKBM_00622
gatC,gatC,Glutamyl-tRNA(Gln) amidotransferase subunit C,FKILNLMM_00101,GIPBMKFD_00391,BFKFBIFC_00555,AFFLGDGC_00437,DCGIHJJB_00569,AIKGDNKA_00001,MAIBJLIG_00393,CEAADGFG_00018,FJPIOAPD_00540,MHMPKAEF_00761,MKDEPHEP_01185,GNEALLOE_00212,JKACDCNN_01323,PONOIEHE_00229,FIBOILMM_00215,APCAEHFD_00583,FLPEIIEP_00119,,HINIEJCA_01475,OMIKPLOJ_00133,OPLHJKPH_00724,NBLOMMJF_00624,OLMEONEL_00428,KDJKPMPD_01128,NDDDCALJ_00900,DLEBNMND_00216,GEPBNDCO_00399,DFOKPGIE_01240,BEKPBNEK_01194,EAAKBJBK_00207,FMNIPFCJ_00490,GHGEDPDF_00458,OJJBDPGP_00008,NKJPJJEP_01185,,NLALJHLH_00364,MJDADDMM_00214,EDKPEHFM_00173,38_refound_1800,LGNAKCJL_00889,,CFGPDMND_00517,,CBECPNCO_01025,,DBLHLLOB_00557,MMPGJHDA_00742,,MGJCNIPK_00318,AKIABIOK_00314,HEOIIJDM_01439,GDFGBGJM_00738,,CLLCJGKF_00314,CHHPHLEM_01237,NPJENFAK_00821,,JMCHCOOD_00748,,ODKBPENJ_01101,AMOGCKBM_00496
atpD_2~~~atpD_1,atpD_2;atpD_1,ATP synthase subunit delta,FKILNLMM_00154,GIPBMKFD_00350,BFKFBIFC_00568,AFFLGDGC_00396,DCGIHJJB_00608,AIKGDNKA_00516,MAIBJLIG_00352,CEAADGFG_00005,FJPIOAPD_00528,MHMPKAEF_00739,MKDEPHEP_01135,GNEALLOE_00173,JKACDCNN_00537,PONOIEHE_00188,FIBOILMM_00174,APCAEHFD_00544,FLPEIIEP_00168,NBBAMHOG_00628,HINIEJCA_00642,OMIKPLOJ_00080,OPLHJKPH_00767,NBLOMMJF_01309,,KDJKPMPD_00298,NDDDCALJ_01324,DLEBNMND_00192,GEPBNDCO_00424,DFOKPGIE_00202,BEKPBNEK_01209,EAAKBJBK_00712,FMNIPFCJ_00438,,OJJBDPGP_00049,NKJPJJEP_01087,OBLOJFDA_00882,NLALJHLH_00386,,EDKPEHFM_00132,GKLKKKNA_00686,LGNAKCJL_00940,,CFGPDMND_00494,,CBECPNCO_01064,,DBLHLLOB_01397,MMPGJHDA_00163,,MGJCNIPK_00089,AKIABIOK_01222,HEOIIJDM_00888,GDFGBGJM_00777,LKPJNLPD_01218,CLLCJGKF_00273,CHHPHLEM_00248,NPJENFAK_00855,,JMCHCOOD_00957,,ODKBPENJ_00019,AMOGCKBM_00546
group_2904,,hypothetical protein,FKILNLMM_01138,GIPBMKFD_00212,,,DCGIHJJB_00218,AIKGDNKA_00294,MAIBJLIG_01118,,,MHMPKAEF_00173,MKDEPHEP_00035,GNEALLOE_00667,JKACDCNN_00057,PONOIEHE_00431,,APCAEHFD_00044,FLPEIIEP_00484,NBBAMHOG_00230,HINIEJCA_00061,OMIKPLOJ_00639,OPLHJKPH_00349,NBLOMMJF_00342,OLMEONEL_00893,KDJKPMPD_00708,NDDDCALJ_00718,DLEBNMND_00463,GEPBNDCO_00161,DFOKPGIE_00560,BEKPBNEK_01005,EAAKBJBK_00805,FMNIPFCJ_00048,GHGEDPDF_00038,,NKJPJJEP_00528,OBLOJFDA_00342,NLALJHLH_00144,MJDADDMM_00529,,GKLKKKNA_00177,LGNAKCJL_00336,IDKOCMBL_00030,CFGPDMND_00403,,CBECPNCO_00214,HGINDJMA_00354,DBLHLLOB_00230,,EPGGAPPC_00239,48_refound_2391,AKIABIOK_00573,HEOIIJDM_00443,GDFGBGJM_00669,LKPJNLPD_00090,CLLCJGKF_00862,CHHPHLEM_00423,NPJENFAK_00508,ANLJHCED_00091,,OBBOBBAE_00547,ODKBPENJ_00619,AMOGCKBM_00046
rplB,rplB,50S ribosomal protein L2,FKILNLMM_00673,GIPBMKFD_00645,BFKFBIFC_00300,AFFLGDGC_00956,DCGIHJJB_01240,,MAIBJLIG_00726,CEAADGFG_00753,FJPIOAPD_00501,MHMPKAEF_00618,MKDEPHEP_00503,GNEALLOE_00577,JKACDCNN_00764,PONOIEHE_01155,FIBOILMM_00061,APCAEHFD_00441,FLPEIIEP_01258,,HINIEJCA_00912,OMIKPLOJ_00862,OPLHJKPH_00874,NBLOMMJF_00086,,,NDDDCALJ_01152,DLEBNMND_00073,GEPBNDCO_00547,DFOKPGIE_00314,BEKPBNEK_00901,EAAKBJBK_01206,FMNIPFCJ_01149,31_refound_1554,OJJBDPGP_00292,NKJPJJEP_00266,,NLALJHLH_00940,,EDKPEHFM_00023,,LGNAKCJL_01263,,CFGPDMND_00853,DCIIGEBB_00676,CBECPNCO_00601,HGINDJMA_00757,DBLHLLOB_01074,MMPGJHDA_00043,,MGJCNIPK_00421,AKIABIOK_01250,HEOIIJDM_00188,GDFGBGJM_00374,LKPJNLPD_01098,CLLCJGKF_00158,CHHPHLEM_01038,NPJENFAK_00553,,JMCHCOOD_00508,OBBOBBAE_00084,ODKBPENJ_00141,AMOGCKBM_00653
group_2483,,hypothetical protein,FKILNLMM_00687,GIPBMKFD_00631,,3_refound_229,DCGIHJJB_01226,,MAIBJLIG_00712,CEAADGFG_00767,FJPIOAPD_00487,MHMPKAEF_00604,MKDEPHEP_00517,GNEALLOE_00591,JKACDCNN_01139,PONOIEHE_01376,FIBOILMM_00047,APCAEHFD_00427,FLPEIIEP_01272,,HINIEJCA_00898,OMIKPLOJ_00876,OPLHJKPH_00888,NBLOMMJF_00100,OLMEONEL_00936,,NDDDCALJ_01166,DLEBNMND_00059,GEPBNDCO_00561,DFOKPGIE_00328,BEKPBNEK_00887,EAAKBJBK_01220,FMNIPFCJ_01163,,OJJBDPGP_00278,NKJPJJEP_00252,OBLOJFDA_01109,NLALJHLH_00926,,EDKPEHFM_00009,GKLKKKNA_01043,LGNAKCJL_01277,IDKOCMBL_01111,CFGPDMND_00867,,CBECPNCO_00615,,DBLHLLOB_01088,MMPGJHDA_00029,,MGJCNIPK_00407,,HEOIIJDM_01092;HEOIIJDM_00202,GDFGBGJM_00360,LKPJNLPD_01185,CLLCJGKF_00144,CHHPHLEM_01156,NPJENFAK_00539,ANLJHCED_01383,JMCHCOOD_00494,OBBOBBAE_00098,ODKBPENJ_00155,AMOGCKBM_00667
group_2407,,putative oxidoreductase/MSMEI_1564,FKILNLMM_01368,GIPBMKFD_00226,,,DCGIHJJB_00231,AIKGDNKA_00233,MAIBJLIG_01215,,,MHMPKAEF_00194,MKDEPHEP_00048,GNEALLOE_00681,JKACDCNN_00045,PONOIEHE_00447,,APCAEHFD_00058,FLPEIIEP_00498,NBBAMHOG_00243,HINIEJCA_00046,OMIKPLOJ_00624,OPLHJKPH_00336,NBLOMMJF_00355,OLMEONEL_00702,KDJKPMPD_00729,NDDDCALJ_00731,DLEBNMND_00442,GEPBNDCO_00182,DFOKPGIE_00547,BEKPBNEK_01021,EAAKBJBK_00792,FMNIPFCJ_00061,GHGEDPDF_00051,,NKJPJJEP_00506,OBLOJFDA_00356,NLALJHLH_00165,MJDADDMM_00515,,GKLKKKNA_00198,LGNAKCJL_00323,IDKOCMBL_00043,CFGPDMND_00424,,CBECPNCO_00200,HGINDJMA_00368,DBLHLLOB_00244,,EPGGAPPC_00227,MGJCNIPK_00830,AKIABIOK_00589,HEOIIJDM_00456,GDFGBGJM_00656,LKPJNLPD_00103,CLLCJGKF_00848,CHHPHLEM_00436,NPJENFAK_00521,ANLJHCED_00104,,OBBOBBAE_00769,ODKBPENJ_00598,AMOGCKBM_00059
group_2297,,hypothetical protein,FKILNLMM_00452,GIPBMKFD_00233,,,DCGIHJJB_00185,AIKGDNKA_00226,MAIBJLIG_01223,,,MHMPKAEF_00155,MKDEPHEP_00055,GNEALLOE_00688,JKACDCNN_00037,PONOIEHE_00454,,APCAEHFD_00065,FLPEIIEP_00505,NBBAMHOG_00205,HINIEJCA_00039,OMIKPLOJ_00617,OPLHJKPH_00329,NBLOMMJF_00317,OLMEONEL_00843,KDJKPMPD_00154,NDDDCALJ_00685,DLEBNMND_00488,GEPBNDCO_00143,DFOKPGIE_00540,BEKPBNEK_01028,EAAKBJBK_00830,FMNIPFCJ_00068,GHGEDPDF_00059,,NKJPJJEP_00546,OBLOJFDA_00363,NLALJHLH_00126,MJDADDMM_00508,,GKLKKKNA_00936,LGNAKCJL_00316,IDKOCMBL_00005,CFGPDMND_00386,,CBECPNCO_00239,HGINDJMA_00375,DBLHLLOB_00205,,EPGGAPPC_00219,MGJCNIPK_01089,AKIABIOK_00596,HEOIIJDM_00486,GDFGBGJM_00702,LKPJNLPD_00065,CLLCJGKF_00841,CHHPHLEM_00509,NPJENFAK_00529,ANLJHCED_00066,,OBBOBBAE_00742,ODKBPENJ_00637,AMOGCKBM_00066
